address,label,vuln_type,filename,status,source,scam_type,contract_name,source_lines,amount_usd,fetched_at
0xf4c316184b68b202915e1a2f2bc4d0cd6fc9e0e4,1,reentrancy,contracts\vulnerable\sb_reentran_simple_dao.sol,downloaded,smartbugs_curated,none,sb_reentran_simple_dao,122.0,,2026-04-25 10:56:04
0x3b435d10aafea57306e89503c1bb4af238ebbc12,1,reentrancy,contracts\vulnerable\sb_reentran_spank_chain_payment.sol,downloaded,smartbugs_curated,none,sb_reentran_spank_chain_payment,122.0,,2026-04-25 10:56:04
0xa04e1b23376506b0715a704f2876579a6caee9b6,1,logic_error,contracts\vulnerable\sb_short_ad_short_address_example.sol,downloaded,smartbugs_curated,none,sb_short_ad_short_address_example,122.0,,2026-04-25 10:56:04
0x28e4cb29cc6f5bf98daf3484161a4e3cd6586b7f,1,logic_error,contracts\vulnerable\sb_time_man_ether_lotto.sol,downloaded,smartbugs_curated,none,sb_time_man_ether_lotto,122.0,,2026-04-25 10:56:04
0xf7ea58e1f2cfbb1624c34f93b4bfb9eccee24350,1,logic_error,contracts\vulnerable\sb_time_man_governmental_survey.sol,downloaded,smartbugs_curated,none,sb_time_man_governmental_survey,122.0,,2026-04-25 10:56:04
0x8a2ec11658eff523701198819b5b9a6a4edae7a3,1,logic_error,contracts\vulnerable\sb_time_man_lottopollo.sol,downloaded,smartbugs_curated,none,sb_time_man_lottopollo,122.0,,2026-04-25 10:56:04
0x301982d98562b540bb0949a426257c049df1978e,1,logic_error,contracts\vulnerable\sb_time_man_roulette.sol,downloaded,smartbugs_curated,none,sb_time_man_roulette,122.0,,2026-04-25 10:56:04
0x699df96ba14affc22098e532301519d745ba57b5,1,logic_error,contracts\vulnerable\sb_time_man_timed_crowdsale.sol,downloaded,smartbugs_curated,none,sb_time_man_timed_crowdsale,122.0,,2026-04-25 10:56:04
0xecf8b44c74ad5677d4918cfe4b3d5f330624b031,1,logic_error,contracts\vulnerable\sb_unchecke_0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e,122.0,,2026-04-25 10:56:04
0x2eaa6153b186a31ae4ff899aa59a72e27488590a,1,logic_error,contracts\vulnerable\sb_unchecke_0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,122.0,,2026-04-25 10:56:04
0xf78aac3ba0401132113b9ec6946f63a77fbc4433,1,logic_error,contracts\vulnerable\sb_unchecke_0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x19cf8481ea15427a98ba3cdd6d9e14690011ab10,122.0,,2026-04-25 10:56:04
0xb7d8e7a7e06c4c16068b0b94857dc23692457faf,1,logic_error,contracts\vulnerable\sb_unchecke_0x2972d548497286d18e92b5fa1f8f9139e5653fd2.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x2972d548497286d18e92b5fa1f8f9139e5653fd2,122.0,,2026-04-25 10:56:04
0x71055ff2794e751995fd591412a9be0d42bfb257,1,logic_error,contracts\vulnerable\sb_unchecke_0x39cfd754c85023648bf003bea2dd498c5612abfa.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x39cfd754c85023648bf003bea2dd498c5612abfa,122.0,,2026-04-25 10:56:04
0x40d78c228c71e2c0cdd5f992b35baa6ad15cf5f9,1,logic_error,contracts\vulnerable\sb_unchecke_0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,122.0,,2026-04-25 10:56:04
0xbdb3b1b2386589b1fda61da22b1224e3a216d5cc,1,logic_error,contracts\vulnerable\sb_unchecke_0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,122.0,,2026-04-25 10:56:04
0xf31d83accdb131acfa4bf174aecea17bc0fe8e4b,1,logic_error,contracts\vulnerable\sb_unchecke_0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,122.0,,2026-04-25 10:56:04
0xf18155d12c1a9695d767fb5a429ba90d8fa09482,1,logic_error,contracts\vulnerable\sb_unchecke_0x4051334adc52057aca763453820cb0e045076ef3.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x4051334adc52057aca763453820cb0e045076ef3,122.0,,2026-04-25 10:56:04
0x1c94c227e22d3d253e038428d5d463a5529a9be3,1,logic_error,contracts\vulnerable\sb_unchecke_0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,122.0,,2026-04-25 10:56:04
0x9b37e2c655b418d3012ed34c3f5a88146b76f829,1,logic_error,contracts\vulnerable\sb_unchecke_0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152,122.0,,2026-04-25 10:56:04
0x75909ef52e1be97f7ad40f36348fb9cc96a3ee8b,1,logic_error,contracts\vulnerable\sb_unchecke_0x524960d55174d912768678d8c606b4d50b79d7b1.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x524960d55174d912768678d8c606b4d50b79d7b1,122.0,,2026-04-25 10:56:04
0x397c0bb12550140f2c59d21804295602f86b77f5,1,logic_error,contracts\vulnerable\sb_unchecke_0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x52d2e0f9b01101a59b38a3d05c80b7618aeed984,122.0,,2026-04-25 10:56:04
0x9117f5f36dd60aa4cf08615acc525dcfb71ef4a5,1,logic_error,contracts\vulnerable\sb_unchecke_0x5aa88d2901c68fda244f1d0584400368d2c8e739.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x5aa88d2901c68fda244f1d0584400368d2c8e739,122.0,,2026-04-25 10:56:04
0x36353f748990e4d35ea3bf99d33118bf25f0e390,1,logic_error,contracts\vulnerable\sb_unchecke_0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x610495793564aed0f9c7fc48dc4c7c9151d34fd6,122.0,,2026-04-25 10:56:04
0xfb3bb1aa4bf7de3cfee593550ad3c921c436847b,1,logic_error,contracts\vulnerable\sb_unchecke_0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839,122.0,,2026-04-25 10:56:04
0x80f22a7d06801711b617b4843a2b5c45ff8ecfed,1,logic_error,contracts\vulnerable\sb_unchecke_0x663e4229142a27f00bafb5d087e1e730648314c3.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x663e4229142a27f00bafb5d087e1e730648314c3,122.0,,2026-04-25 10:56:04
0xaef8086bddf61183dc3baa19531ee04922cf802d,1,logic_error,contracts\vulnerable\sb_unchecke_0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4,122.0,,2026-04-25 10:56:04
0x0cd3ac26220c3efdec6459414bb4a3803c618156,1,logic_error,contracts\vulnerable\sb_unchecke_0x78c2a1e91b52bca4130b6ed9edd9fbcfd4671c37.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x78c2a1e91b52bca4130b6ed9edd9fbcfd4671c37,122.0,,2026-04-25 10:56:04
0xc584a22c721c150a5bea0f64c857df2ebf1128fb,1,logic_error,contracts\vulnerable\sb_unchecke_0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x7a4349a749e59a5736efb7826ee3496a2dfd5489,122.0,,2026-04-25 10:56:04
0xadb1260fd2a5b69abbe7db4b3c2db6abf00f9c19,1,logic_error,contracts\vulnerable\sb_unchecke_0x7d09edb07d23acb532a82be3da5c17d9d85806b4.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x7d09edb07d23acb532a82be3da5c17d9d85806b4,122.0,,2026-04-25 10:56:04
0x8dea06855c11b2756fc991be6f89d92a19f81d53,1,logic_error,contracts\vulnerable\sb_unchecke_0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x806a6bd219f162442d992bdc4ee6eba1f2c5a707,122.0,,2026-04-25 10:56:04
0x34068e3020d47c90a0b697f967ca123d9dd156df,1,logic_error,contracts\vulnerable\sb_unchecke_0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8,122.0,,2026-04-25 10:56:04
0x1b3bb213c9c1afbb26c0864854f326814517d7f8,1,logic_error,contracts\vulnerable\sb_unchecke_0x89c1b3807d4c67df034fffb62f3509561218d30b.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x89c1b3807d4c67df034fffb62f3509561218d30b,122.0,,2026-04-25 10:56:04
0xbcd288f97f1955bd776fd4b96fc74bdbd3645562,1,logic_error,contracts\vulnerable\sb_unchecke_0x8fd1e427396ddb511533cf9abdbebd0a7e08da35.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x8fd1e427396ddb511533cf9abdbebd0a7e08da35,122.0,,2026-04-25 10:56:04
0xf42905aa8a5bdc29d72143d72b29f67a26e1f0b3,1,logic_error,contracts\vulnerable\sb_unchecke_0x958a8f594101d2c0485a52319f29b2647f2ebc06.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x958a8f594101d2c0485a52319f29b2647f2ebc06,122.0,,2026-04-25 10:56:04
0x4d2fbfe819cd98d627cc689f87063d4e12a2aeef,1,logic_error,contracts\vulnerable\sb_unchecke_0x9d06cbafa865037a01d322d3f4222fa3e04e5488.sol,downloaded,smartbugs_curated,none,sb_unchecke_0x9d06cbafa865037a01d322d3f4222fa3e04e5488,122.0,,2026-04-25 10:56:04
0x5867e752bf74fa9596bd5e1dda242788b79a72bd,1,logic_error,contracts\vulnerable\sb_unchecke_0xa1fceeff3acc57d257b917e30c4df661401d6431.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xa1fceeff3acc57d257b917e30c4df661401d6431,122.0,,2026-04-25 10:56:04
0x066e823998089de00516c83e7129bdceef357d9f,1,logic_error,contracts\vulnerable\sb_unchecke_0xa46edd6a9a93feec36576ee5048146870ea2c3ae.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xa46edd6a9a93feec36576ee5048146870ea2c3ae,122.0,,2026-04-25 10:56:04
0x60cbed0fe770373be2c98c734c392d816a08af63,1,logic_error,contracts\vulnerable\sb_unchecke_0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6,122.0,,2026-04-25 10:56:04
0x942aec1841d90a6e673f84745aafaeaf7a6ff2c9,1,logic_error,contracts\vulnerable\sb_unchecke_0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77,122.0,,2026-04-25 10:56:04
0xe2b66814e9db07599997ee5b704a89690de2c7fd,1,logic_error,contracts\vulnerable\sb_unchecke_0xb37f18af15bafb869a065b61fc83cfc44ed9cc27.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xb37f18af15bafb869a065b61fc83cfc44ed9cc27,122.0,,2026-04-25 10:56:04
0xe6fb62ce8c8f89a41bda55f4fb97741e70cc8761,1,logic_error,contracts\vulnerable\sb_unchecke_0xb620cee6b52f96f3c6b253e6eea556aa2d214a99.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xb620cee6b52f96f3c6b253e6eea556aa2d214a99,122.0,,2026-04-25 10:56:04
0x8379c6516e8e12e23243dde36dbf75a331155a23,1,logic_error,contracts\vulnerable\sb_unchecke_0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,122.0,,2026-04-25 10:56:04
0x3fe990d5819900d3765318852877ad47837c81de,1,logic_error,contracts\vulnerable\sb_unchecke_0xbaa3de6504690efb064420d89e871c27065cdd52.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xbaa3de6504690efb064420d89e871c27065cdd52,122.0,,2026-04-25 10:56:04
0x4585ce7e2a7309d4eac015c1e4d39ea49a1c7c6a,1,logic_error,contracts\vulnerable\sb_unchecke_0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c,122.0,,2026-04-25 10:56:04
0xfdc3bd5af78d4f18f8f0c10038e00d0ecce83c03,1,logic_error,contracts\vulnerable\sb_unchecke_0xd2018bfaa266a9ec0a1a84b061640faa009def76.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xd2018bfaa266a9ec0a1a84b061640faa009def76,122.0,,2026-04-25 10:56:04
0xd8576b405af15232a0d5ea8375b85102572fb899,1,logic_error,contracts\vulnerable\sb_unchecke_0xd5967fed03e85d1cce44cab284695b41bc675b5c.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xd5967fed03e85d1cce44cab284695b41bc675b5c,122.0,,2026-04-25 10:56:04
0x5c9ade5d4ab8fa40a3078c0b2c40814d50ae4bf6,1,logic_error,contracts\vulnerable\sb_unchecke_0xdb1c55f6926e7d847ddf8678905ad871a68199d2.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xdb1c55f6926e7d847ddf8678905ad871a68199d2,122.0,,2026-04-25 10:56:04
0xef8398fafcafe89148cbbf95fc46ed2538189b05,1,logic_error,contracts\vulnerable\sb_unchecke_0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xe09b1ab8111c2729a76f16de96bc86a7af837928,122.0,,2026-04-25 10:56:04
0x289ef9717170297cb5546430f1e3016058627dd6,1,logic_error,contracts\vulnerable\sb_unchecke_0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf,122.0,,2026-04-25 10:56:04
0xe33586b13b405aaa29131b1b74e6bc7173820517,1,logic_error,contracts\vulnerable\sb_unchecke_0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87,122.0,,2026-04-25 10:56:04
0x51a8555df6b4a295e0edef75681778fa590707cf,1,logic_error,contracts\vulnerable\sb_unchecke_0xe894d54dca59cb53fe9cbc5155093605c7068220.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xe894d54dca59cb53fe9cbc5155093605c7068220,122.0,,2026-04-25 10:56:04
0x26c6521b3c92a422c462c6ea6888e3f853d24fdb,1,logic_error,contracts\vulnerable\sb_unchecke_0xec329ffc97d75fe03428ae155fc7793431487f63.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xec329ffc97d75fe03428ae155fc7793431487f63,122.0,,2026-04-25 10:56:04
0xe1ca215d0add5358c5d5f86f67f5bb85a1cc4c07,1,logic_error,contracts\vulnerable\sb_unchecke_0xf2570186500a46986f3139f65afedc2afe4f445d.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xf2570186500a46986f3139f65afedc2afe4f445d,122.0,,2026-04-25 10:56:04
0x6b8d9677ec0f33be6e0feb1a1bb947a53575cc20,1,logic_error,contracts\vulnerable\sb_unchecke_0xf29ebe930a539a60279ace72c707cba851a57707.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xf29ebe930a539a60279ace72c707cba851a57707,122.0,,2026-04-25 10:56:04
0x109f7293002c7927f8748c7b694df4a0f57224dd,1,logic_error,contracts\vulnerable\sb_unchecke_0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e.sol,downloaded,smartbugs_curated,none,sb_unchecke_0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e,122.0,,2026-04-25 10:56:04
0x1162180f20aea3a3c0e14cb4786ecdf047b40e7a,1,logic_error,contracts\vulnerable\sb_unchecke_etherpot_lotto.sol,downloaded,smartbugs_curated,none,sb_unchecke_etherpot_lotto,122.0,,2026-04-25 10:56:04
0xd1b4a62186e5ebcabb4bc9e834a8fbdfe4981175,1,logic_error,contracts\vulnerable\sb_unchecke_king_of_the_ether_throne.sol,downloaded,smartbugs_curated,none,sb_unchecke_king_of_the_ether_throne,122.0,,2026-04-25 10:56:04
0x39f13433639e0c05333b0057d9be832201b55d7e,1,logic_error,contracts\vulnerable\sb_unchecke_lotto.sol,downloaded,smartbugs_curated,none,sb_unchecke_lotto,122.0,,2026-04-25 10:56:04
0xfe904fdaf9232fef0af8b0fdb11eed7f3c5a3658,1,logic_error,contracts\vulnerable\sb_unchecke_mishandled.sol,downloaded,smartbugs_curated,none,sb_unchecke_mishandled,122.0,,2026-04-25 10:56:04
0xc880f4b332afe445480548dc2565a3b98b1c2660,1,logic_error,contracts\vulnerable\sb_unchecke_unchecked_return_value.sol,downloaded,smartbugs_curated,none,sb_unchecke_unchecked_return_value,122.0,,2026-04-25 10:56:04
0xbc6f3dc8751eb3532fb245e98d359d700942f626,4,logic_error,vulnerable/defivuln_ApproveScam.sol,downloaded,DeFiVulnLabs,none,defivuln_ApproveScam,124.0,,2026-04-25 16:20:27
0x20514816d00d6eeeeaf54585e06e24c70a972853,4,logic_error,vulnerable/defivuln_Array-deletion.sol,downloaded,DeFiVulnLabs,none,defivuln_Array-deletion,95.0,,2026-04-25 16:20:34
0x9e98e34b5b256787ebe74c3c56139576351207a2,4,logic_error,vulnerable/defivuln_Backdoor-assembly.sol,downloaded,DeFiVulnLabs,none,defivuln_Backdoor-assembly,82.0,,2026-04-25 16:20:35
0xd726e5c7ec97e33a6e939c7c8acb5a8d6f225ec7,4,logic_error,vulnerable/defivuln_Bypasscontract.sol,downloaded,DeFiVulnLabs,none,defivuln_Bypasscontract,110.0,,2026-04-25 16:20:36
0xc2ad65f30d449eced27fa0413cbc028349029eb8,4,logic_error,vulnerable/defivuln_DOS.sol,downloaded,DeFiVulnLabs,none,defivuln_DOS,85.0,,2026-04-25 16:20:38
0x30c770794c5e94307942aff10b5fbca744832e82,4,logic_error,vulnerable/defivuln_DataLocation.sol,downloaded,DeFiVulnLabs,none,defivuln_DataLocation,67.0,,2026-04-25 16:20:41
0x3d8639e9668a419b8c54fe40555d73d6d7a49335,4,logic_error,vulnerable/defivuln_Delegatecall.sol,downloaded,DeFiVulnLabs,none,defivuln_Delegatecall,78.0,,2026-04-25 16:20:42
0xb3fabbe2111ef1dac38aa291f2b742e634040874,4,logic_error,vulnerable/defivuln_Dirtybytes.sol,downloaded,DeFiVulnLabs,none,defivuln_Dirtybytes,55.0,,2026-04-25 16:20:43
0x5fedd2f0888a62b21b568a58b1b9971b42da7d0c,4,logic_error,vulnerable/defivuln_Divmultiply.sol,downloaded,DeFiVulnLabs,none,defivuln_Divmultiply,78.0,,2026-04-25 16:20:44
0x68df2d24121db9243e93ab8fbca88818ef37cc5e,1,reentrancy,vulnerable/defivuln_ERC777-reentrancy.sol,downloaded,DeFiVulnLabs,none,defivuln_ERC777-reentrancy,162.0,,2026-04-25 16:20:45
0x871f7960118d695e44c0430701ae2ae1f1c8b189,5,flash_loan,vulnerable/defivuln_Flashloan-flaw.sol,downloaded,DeFiVulnLabs,none,defivuln_Flashloan-flaw,183.0,,2026-04-25 16:20:46
0xd3527ee822d46d97ed7a29d5d398a7a73903dc8e,4,logic_error,vulnerable/defivuln_Hash-collisions.sol,downloaded,DeFiVulnLabs,none,defivuln_Hash-collisions,83.0,,2026-04-25 16:20:49
0xee57ae8fae79f9e94da87b607636649003708e64,4,logic_error,vulnerable/defivuln_Immunefi_ch1.sol,downloaded,DeFiVulnLabs,none,defivuln_Immunefi_ch1,64.0,,2026-04-25 16:20:50
0xdc481eb48b96d012f295801265ff5f7aec2d1e54,4,logic_error,vulnerable/defivuln_Immunefi_ch2.sol,downloaded,DeFiVulnLabs,none,defivuln_Immunefi_ch2,69.0,,2026-04-25 16:20:52
0x179430d0ecc3188c5c31dbe7eb917c5ab43e7347,4,logic_error,vulnerable/defivuln_Incorrect_sanity_checks.sol,downloaded,DeFiVulnLabs,none,defivuln_Incorrect_sanity_checks,219.0,,2026-04-25 16:20:53
0x8f2cb365a6ea2d523c6bcd4d0fa4a93752e57386,4,logic_error,vulnerable/defivuln_Invariant.sol,downloaded,DeFiVulnLabs,none,defivuln_Invariant,77.0,,2026-04-25 16:20:54
0x25b356957ab01937e5c14d5b7d862289212ae1ae,4,logic_error,vulnerable/defivuln_NFT-transfer.sol,downloaded,DeFiVulnLabs,none,defivuln_NFT-transfer,114.0,,2026-04-25 16:20:55
0xd2dfdcd553f8cec44ef1fb0ec5498e379fbc17a9,4,logic_error,vulnerable/defivuln_NFTMint_exposedMetadata.sol,downloaded,DeFiVulnLabs,none,defivuln_NFTMint_exposedMetadata,91.0,,2026-04-25 16:20:57
0x1b4c1549014f8f3f0d8a7b165d576d525bfb685d,5,oracle_manipulation,vulnerable/defivuln_Oracle-stale.sol,downloaded,DeFiVulnLabs,none,defivuln_Oracle-stale,75.0,,2026-04-25 16:20:58
0x8efd7dc4540456f3a63ae2654c9818c6baa2c0b0,3,integer_overflow,vulnerable/defivuln_Overflow.sol,downloaded,DeFiVulnLabs,none,defivuln_Overflow,112.0,,2026-04-25 16:20:59
0x764c884760f62eca2b0d68295dd6de65f79bf1b0,3,integer_overflow,vulnerable/defivuln_Overflow2.sol,downloaded,DeFiVulnLabs,none,defivuln_Overflow2,129.0,,2026-04-25 16:21:00
0x776a145fdc46f440b15168ec7b8c8164ea4c6508,4,logic_error,vulnerable/defivuln_Precision-loss.sol,downloaded,DeFiVulnLabs,none,defivuln_Precision-loss,73.0,,2026-04-25 16:21:01
0xdf1e70701417453b81610cc0b46e62121737592a,5,oracle_manipulation,vulnerable/defivuln_Price_manipulation.sol,downloaded,DeFiVulnLabs,none,defivuln_Price_manipulation,179.0,,2026-04-25 16:21:02
0xfb7ec9dd800eb221552c9c418e76ea14e2d92903,4,logic_error,vulnerable/defivuln_Privatedata.sol,downloaded,DeFiVulnLabs,none,defivuln_Privatedata,71.0,,2026-04-25 16:21:05
0x3805554b77cf88fa6082793875d8d1016e54d984,4,logic_error,vulnerable/defivuln_Randomness.sol,downloaded,DeFiVulnLabs,none,defivuln_Randomness,99.0,,2026-04-25 16:21:07
0x250c585c5238bbd824aaf0cfc25628b71f0697fb,1,reentrancy,vulnerable/defivuln_ReadOnlyReentrancy.sol,downloaded,DeFiVulnLabs,none,defivuln_ReadOnlyReentrancy,168.0,,2026-04-25 16:21:09
0x5d9e35b7ff24358b028fac0546e7b78cdfdf751b,1,reentrancy,vulnerable/defivuln_Reentrancy.sol,downloaded,DeFiVulnLabs,none,defivuln_Reentrancy,130.0,,2026-04-25 16:21:11
0xaac803757bf30c0e44b7c6b6b32455934439b874,4,logic_error,vulnerable/defivuln_Returnfalse.sol,downloaded,DeFiVulnLabs,none,defivuln_Returnfalse,55.0,,2026-04-25 16:21:17
0x80f1dbbc8aba4b7badc1c6426b8bff5a8533a15e,4,logic_error,vulnerable/defivuln_Returnvalue.sol,downloaded,DeFiVulnLabs,none,defivuln_Returnvalue,69.0,,2026-04-25 16:21:21
0x650ca0c4830e39d21f51669bb2a0f41f1d5960a7,4,logic_error,vulnerable/defivuln_Selfdestruct.sol,downloaded,DeFiVulnLabs,none,defivuln_Selfdestruct,115.0,,2026-04-25 16:21:22
0xfa801e6185db09b2d85efce7a86933e1b1d1aa05,4,logic_error,vulnerable/defivuln_Selfdestruct2.sol,downloaded,DeFiVulnLabs,none,defivuln_Selfdestruct2,55.0,,2026-04-25 16:21:30
0xe54510456739c854a9fe172ad5dff5676aafa18d,4,logic_error,vulnerable/defivuln_SenseFinance_exp.sol,downloaded,DeFiVulnLabs,none,defivuln_SenseFinance_exp,73.0,,2026-04-25 16:21:32
0xc32c3a35edb76167d2f2548ba46f974087dde505,4,logic_error,vulnerable/defivuln_SignatureReplay.sol,downloaded,DeFiVulnLabs,none,defivuln_SignatureReplay,250.0,,2026-04-25 16:21:33
0x0cc5e79594baeff2df13e7a58e1753fac467abfc,4,logic_error,vulnerable/defivuln_SignatureReplayNBA.sol,downloaded,DeFiVulnLabs,none,defivuln_SignatureReplayNBA,122.0,,2026-04-25 16:21:34
0xffec2f13894daef6f6f73b609f64e0a0979a5134,4,logic_error,vulnerable/defivuln_Slippage-deadline.sol,downloaded,DeFiVulnLabs,none,defivuln_Slippage-deadline,82.0,,2026-04-25 16:21:35
0x4e19b10720972aa2b334d5ce7c16ffb69d0c8cff,4,logic_error,vulnerable/defivuln_Storage-collision-audio.sol,downloaded,DeFiVulnLabs,none,defivuln_Storage-collision-audio,167.0,,2026-04-25 16:21:36
0x6c9fba162895fec3a514b2c9a0aa0f83756a5c50,4,logic_error,vulnerable/defivuln_Storage-collision.sol,downloaded,DeFiVulnLabs,none,defivuln_Storage-collision,71.0,,2026-04-25 16:21:37
0x3d0cc607bbabaa929774461faae936692eb687e6,4,logic_error,vulnerable/defivuln_Struct-deletion.sol,downloaded,DeFiVulnLabs,none,defivuln_Struct-deletion,115.0,,2026-04-25 16:21:39
0xc181300baed30e549d3f7a73aaa65a46c31651d7,4,logic_error,vulnerable/defivuln_TransientStorageMisuse.t.sol,downloaded,DeFiVulnLabs,none,defivuln_TransientStorageMisuse.t,74.0,,2026-04-25 16:21:40
0x7fb4c862f7a84e033eac37a217a65f198c6f3b9d,4,logic_error,vulnerable/defivuln_Uninitialized_variables.sol,downloaded,DeFiVulnLabs,none,defivuln_Uninitialized_variables,190.0,,2026-04-25 16:21:41
0x91148d354541c739a30e7431a241c2632dbb3e1a,4,logic_error,vulnerable/defivuln_UniswapV3ETHRefundExploit.sol,downloaded,DeFiVulnLabs,none,defivuln_UniswapV3ETHRefundExploit,104.0,,2026-04-25 16:21:42
0xbd661851f7ea815b148e17118c4cef077b5909cc,4,logic_error,vulnerable/defivuln_Unprotected-callback.sol,downloaded,DeFiVulnLabs,none,defivuln_Unprotected-callback,76.0,,2026-04-25 16:21:44
0x4f454c376f8136e65b063195ccdc5a86bf72901d,4,logic_error,vulnerable/defivuln_UnsafeCall.sol,downloaded,DeFiVulnLabs,none,defivuln_UnsafeCall,141.0,,2026-04-25 16:21:46
0xe8383e250afc277a220184366e02c3fe9e45d4e7,4,logic_error,vulnerable/defivuln_Visibility.sol,downloaded,DeFiVulnLabs,none,defivuln_Visibility,56.0,,2026-04-25 16:21:47
0x51cbcc3f9653c7e92bfc068dffb813422b4c7b86,4,logic_error,vulnerable/defivuln_ecrecover.sol,downloaded,DeFiVulnLabs,none,defivuln_ecrecover,92.0,,2026-04-25 16:21:49
0x9b50b54082325a92cc43a886f2238ab0b2a9cdde,4,logic_error,vulnerable/defivuln_empty-loop.sol,downloaded,DeFiVulnLabs,none,defivuln_empty-loop,79.0,,2026-04-25 16:21:50
