source,title,url,date,summary,keyword_matched,scraped_at
CoinTelegraph,Solv Protocol offers 10% bounty after $2.7M vault exploit,https://cointelegraph.com/news/hacker-steals-nearly-3-million-from-solv-protocol?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,2026-03-06,"Crypto security researchers say the hacker exploited a bug allowing them to mint tokens, before swapping the freely-gained tokens for another tied to Bitcoin.",exploit,2026-03-06 13:42:25
Decrypt.co,FATF Flags Peer-to-Peer Stablecoin Transfers as Top Money Laundering Risk,https://decrypt.co/360087/fatf-flags-peer-to-peer-stablecoin-transfers-as-top-money-laundering-risk,2026-03-05,The Financial Action Task Force wants issuers to embed freeze and deny-list controls directly into smart contracts.,smart contract,2026-03-06 13:42:31
Decrypt.co,"Apple iPhone Hacking Kit Used By Spies, Crypto Scams Could Have US Intelligence Origins",https://decrypt.co/359927/apple-iphone-hacking-kit-used-by-spies-crypto-scams-could-have-us-intelligence-origins,2026-03-04,Researchers said a sophisticated exploit kit with 23 iOS vulnerabilities is being used by espionage and cybercrime campaigns.,exploit,2026-03-06 13:42:31
Google News,Abracadabra loses $1.8 million in protocol's third major DeFi hack since 2024 - The Block,https://news.google.com/rss/articles/CBMisAFBVV95cUxQdlN1c2c4RkpnQ21GRFRmeUVoZlFQNHhPU2tFMHpsNEJXTUx6YXFRb05zYXlYblJqby1DWFA1VnNXdTd3UkkxeHpvaWFPQ295SWZRZTJmY0ZObG8wV09ZV1oxSW1FZ1RWZkZ2a2F0SmNMaGgwMGVlNVlTT0ZlLVpJN3pDeEdNTG5xMnZlS0NnM1ZQeU9xOFRLMkVTcXItQ3ZwVUpfRjh6OHNpYnhwNkNJNQ?oc=5,2025-10-05,Abracadabra loses $1.8 million in protocol's third major DeFi hack since 2024 &nbsp;&nbsp; The Block,defi hack,2026-03-06 13:42:43
Google News,"Hyperliquid-based Hyperdrive loses $782,000 after smart contract exploit - The Block",https://news.google.com/rss/articles/CBMiqgFBVV95cUxQb1dUSGN6amhGYk5JTGJOdWZPV0V3V0hkbGRGOER0N0puaFYxZHlUa2NtOUNFaEpqUnNaTmxSaktJVUU0Y2RBREh1R0FMcEZDYTVLbXJndzVRcktqVkFuR21PSDYyVzZvMzBXX1I2cnl2d2hUYy1SeEc4b2Jnc3g2ZmNYcHJ1Y3dMLWw5VXFmQVFtcExMdWI4UlU5ZTRkYTRWOVB1VlgzRFp6UQ?oc=5,2025-09-28,"Hyperliquid-based Hyperdrive loses $782,000 after smart contract exploit &nbsp;&nbsp; The Block",smart contract,2026-03-06 13:42:41
Google News,Crypto : Shibarium Bridge victim of a 2.4 million $ flash loan attack - Bitget,https://news.google.com/rss/articles/CBMiXkFVX3lxTE5mOFVJTS1ObXhLektuOVpMMjREdXFHTXoyQU9IZDRSdjJKakRWNnEwSnl5c0tOSzh6LXpqazBoX0hSbktGUlFWTmhhYTQ4U3BvdzhrN25wYzA0ZFhyWUE?oc=5,2025-09-15,Crypto : Shibarium Bridge victim of a 2.4 million $ flash loan attack &nbsp;&nbsp; Bitget,flash loan,2026-03-06 13:42:49
Google News,"Shiba Inu’s Shibarium bridge hacked, token surges 42% - thestreet.com",https://news.google.com/rss/articles/CBMitAFBVV95cUxQVE5yTDQwbndTTm9wZ2k1bVBmdWVtTXBvb01uQVhIQ1V2SGxYQkxXMnZ2NnhLSFZXSHg2Qk9PeFJlRndOVTM1MUhyWVBSTlZQQ2ctWDNyLTJHSllaczgzU3dYLUoyLUdYYlFIQmRScXRsSi1FWmNfVFQtbk16YlZXVFh2cDllbTlDbzRFTDhUWkFXY2ZyTzRISzI1NF9vTE05bUhYR2VGZ2FYcjd0MjYyZmJ1RHQ?oc=5,2025-09-13,"Shiba Inu’s Shibarium bridge hacked, token surges 42% &nbsp;&nbsp; thestreet.com",bridge hack,2026-03-06 13:42:49
Google News,"Shibarium bridge exploited, $2.4m lost in complex flash loan attack - Bitget",https://news.google.com/rss/articles/CBMiXkFVX3lxTFBHeVo0cGhwVGRMN3l3RVBRUHloWlVvYUtWMW9PY3dCQnlpVDFhNWtGVlJJak5ITUtsT1I4ZFRBTHd0ZzJYQ1hmZnNSWlM4RXlIeXZMNGhFa205WnNzWWfSAWNBVV95cUxNOGlaUXJQbGtlV1FaajJuMFY1NENGOEYxbUx2YVVuVkxiak8tdlh0U2hxR29jZHlWTk1oaFE5cDBGNDJWZWR1d0o5Z0ctQktPZ25mbFdNWktTSlpubFdacGRtdWc?oc=5,2025-09-13,"Shibarium bridge exploited, $2.4m lost in complex flash loan attack &nbsp;&nbsp; Bitget",flash loan,2026-03-06 13:42:49
Google News,Hackers Exploit Ethereum to Inject Malware in Popular Coding Libraries - Yahoo Finance,https://news.google.com/rss/articles/CBMijgFBVV95cUxQOG9vdUhobjVtVVNEU0hsa3dyaWtDanZuMzhadHBzNnFTN0tZRC1EY2g2YUJpOElBU1VtYnNHdS1tdlRPWHROekM4WFdxOFFsZ2hXWGRpMDJxRExsTUhIaTRvQWdTU0tHV1Q5RDBwMDAzTjkyY0x0S2QzT2k3dnA1VWJpWjJCZ3BrQWp2MzlR?oc=5,2025-09-04,Hackers Exploit Ethereum to Inject Malware in Popular Coding Libraries &nbsp;&nbsp; Yahoo Finance,exploit,2026-03-06 13:42:41
Google News,Malicious npm Packages Exploit Ethereum Smart Contracts - Infosecurity Magazine,https://news.google.com/rss/articles/CBMif0FVX3lxTE8xU2FuSDZLT1B4R1VfMnJvbXVYUWQ4cU04VWNyRkFCWnBQeUs3dUhfTHUzZFE4OFExY0lJT0w0Wko5T0xHaXl2b2dNZlNHbnlrYjVMVDNNUzVvSm5PYnFrWlUtQVM4ME9JZ0QwU2RodERPMHA3dy1GR1FFcEtLbjA?oc=5,2025-09-03,Malicious npm Packages Exploit Ethereum Smart Contracts &nbsp;&nbsp; Infosecurity Magazine,smart contract,2026-03-06 13:42:41
Google News,Malicious npm Packages Exploit Ethereum Smart Contracts to Target Crypto Developers - The Hacker News,https://news.google.com/rss/articles/CBMihAFBVV95cUxQajRHZmZmVVFNS0lteFF5MVltM3dSazAtYjc2NHVUVXpoMl9mM0FHZHZQZ0pNZHp6aDhVaTFUdlJmNjR5N085VnYxNHowenk5eDlneXowN0dSVTJ2SGM3Z2l3a0c5cVdVNGVkSTNtN3VFUlR6R0M5U3M5ODhDdHRsTXRkMWQ?oc=5,2025-09-03,Malicious npm Packages Exploit Ethereum Smart Contracts to Target Crypto Developers &nbsp;&nbsp; The Hacker News,smart contract,2026-03-06 13:42:41
Google News,Decentralized exchange Bunni loses an estimated $8.4 million in smart contract exploit - The Block,https://news.google.com/rss/articles/CBMiXkFVX3lxTE9HU1A2SElMdEw4S3FJUWFwRks1REk2Vm9aSE5VWmFVcmZ4blkwd0VNNGNMQlNVc2JTR3BNLU1PN2ZkU1VLbzZOdWdHazkySUNkOUoxc1dSZVJyc1cxckE?oc=5,2025-09-02,Decentralized exchange Bunni loses an estimated $8.4 million in smart contract exploit &nbsp;&nbsp; The Block,smart contract,2026-03-06 13:42:41
Google News,Bunni DEX Halts Smart Contracts After Exploit Drains $8.4M Across Chains - CoinDesk,https://news.google.com/rss/articles/CBMitgFBVV95cUxPX0NRTzNMS1BFN3NDbVV1aU5LMlZNTlF0LXJUOGw1YmU2UWhFZzJ2dmVHaXpMSTNPRzJQSnZoaV9FalY4bUhfekluVVpfSk8tTnozU2doeVFwMHZ4Sm1adDd3V3l3aWFMUDJUM1Y1b2Nhcks4REJUVXdrMGN4aTN6QWtEaFRSLTRPT2FtRVZ6S25Qa0pDRERpMHJaTl9MNDhpT0ZfeXFWV0xnYk05bVRhWThxUkJKZw?oc=5,2025-09-02,Bunni DEX Halts Smart Contracts After Exploit Drains $8.4M Across Chains &nbsp;&nbsp; CoinDesk,smart contract,2026-03-06 13:42:41
Google News,A graph attention network-based multi-agent reinforcement learning framework for robust detection of smart contract vulnerabilities | Scientific Reports - Nature,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBabnpOa0VvOVZIa3ZMeEFwTFZrd25TdEx4aDhBdnl0aF9zTDBpa3dmbEVlLTBJTWd3RktGVUFzMV8zTlFVRUJFRnJfaXo1cjNGQWpaMEMyM0JKMUJWYjRn?oc=5,2025-08-14,A graph attention network-based multi-agent reinforcement learning framework for robust detection of smart contract vulnerabilities | Scientific Reports &nbsp;&nbsp; Nature,smart contract,2026-03-06 13:42:41
Google News,Over $900K Stolen as Cybercriminals Exploit Vulnerabilities in Smart Contracts to Target Crypto Wallets - cyberpress.org,https://news.google.com/rss/articles/CBMiZEFVX3lxTE1pZENWYjMzVU85OTFKYXdXTGg2Sl9sV1FfeU1rNFM4UzFCeE5ub0pFT21BNlNrQkJicVE2MU1rX1Y2VFZXXzBvYzB1SFZsWVh2UC15Q2c0eVZBQWFEcGExMlFhWHQ?oc=5,2025-08-05,Over $900K Stolen as Cybercriminals Exploit Vulnerabilities in Smart Contracts to Target Crypto Wallets &nbsp;&nbsp; cyberpress.org,smart contract,2026-03-06 13:42:41
Google News,AI Agents Can Hack Smart Contracts on Autopilot - Bank Info Security,https://news.google.com/rss/articles/CBMijAFBVV95cUxPdWZFdjRHXzE3V2dtWUw3TmU2dGpUaE9fMTRKRFE0QUpPamMwNFNCd0FuYUN0Zm40NU5wdHRBSDJ2aVp5enlQQUk3dDdXREdoVTY1dUVXcUxKQTRJRDcyWEMyV0hURTJaV0c4eGtKdlo1T3F0UkZVdEZScXc5cWlhYXY1UFFtendsWTloWQ?oc=5,2025-08-01,AI Agents Can Hack Smart Contracts on Autopilot &nbsp;&nbsp; Bank Info Security,smart contract,2026-03-06 13:42:38
Google News,Inside the $44M CoinDCX Hack: How Hackers Drained Millions Without Touching a Smart Contract - CCN.com,https://news.google.com/rss/articles/CBMimAFBVV95cUxNVjlJS0c1bEJSblpOVDQ0MlhyVk4xRnRoVWtNeGpNMjE2dkh0MjV5b2YyMGxjcWRzb2kxaVBiQXRKei04clNkaGJiVjA5SWxEM1N6VHBlUnpucnlKcURyMmtwWkF0YW1DRkdjSXFLSjRDdF9tVks5a0FtbFFGSzFQUEU2MUs0V2JubnZkZ2czNVBWSW5nVUpfTg?oc=5,2025-07-24,Inside the $44M CoinDCX Hack: How Hackers Drained Millions Without Touching a Smart Contract &nbsp;&nbsp; CCN.com,smart contract,2026-03-06 13:42:38
Google News,An elegant intellectual engine towards automation of blockchain smart contract vulnerability detection - Nature,https://news.google.com/rss/articles/CBMiX0FVX3lxTE9mampZRU5FYkxXcDkwaV9qQnRHMTVtbmt2T2dKZENMS0lBNmRqTVl4ZzVxY0p5RW9waFJVckdhS2hnMzJQeXA5UGNaYVItUnNCSWNhOFNQQUtuNy1aa1pr?oc=5,2025-07-18,An elegant intellectual engine towards automation of blockchain smart contract vulnerability detection &nbsp;&nbsp; Nature,smart contract,2026-03-06 13:42:41
Google News,Smart contract vulnerability detection method based on multi-view fusion - ScienceDirect.com,https://news.google.com/rss/articles/CBMidkFVX3lxTFBkeGQwQUd4N1lHQ3VENkJDd25MYVppRkJhZmcwaWMxVkd4Zl9yY25FR2Naci1YeWVZWlBLSEdfdS1ETWpHSUZHazFkY0VSaGpjVUQ1aE01Q0I0X1B3ZHl4NVpHZ1JtVUFzR0lvLS0xM3EwaGdWRnc?oc=5,2025-07-16,Smart contract vulnerability detection method based on multi-view fusion &nbsp;&nbsp; ScienceDirect.com,smart contract,2026-03-06 13:42:41
Google News,"GMX Exploit: $42M Stolen in DeFi Hack, Highlighting Security Risks in Decentralized Protocols - OKX",https://news.google.com/rss/articles/CBMibkFVX3lxTE1BTVc0cjQ1ejczSGRjMGxsWUdVWkMxSk1fMHBmLWdwdVhuQy1sb0FPS2JfVVRzelExMnJtS0NnY0N1dE1jZEV1eHVqRFVCaGNwSkVhemFDcnJnN3BUdDZGSUpva193RG1TSzdMbkt3?oc=5,2025-07-10,"GMX Exploit: $42M Stolen in DeFi Hack, Highlighting Security Risks in Decentralized Protocols &nbsp;&nbsp; OKX",defi hack,2026-03-06 13:42:43
Google News,12 Smart Contract Vulnerabilities and How to Mitigate Them - TechTarget,https://news.google.com/rss/articles/CBMiowFBVV95cUxPM0NhZFo1UXhmU2hrRnZUVlhTaW9EQWI4MzNZa2hpeFJEQ2JDQUJwWFJMWDFRdTMzeExTODdJLXdUYkZRako2d1FudGI3dm01WHNxRF85Mm9aS0hnTmxkVGFibWZlbHRWOVBxWjZvWms1em41azM0Ty0wRTE2MHhYeW9xbjY0emlzTXNLVHJNeDd4eHA1S1lvMDJybEFaOXQ0QklZ?oc=5,2025-06-26,12 Smart Contract Vulnerabilities and How to Mitigate Them &nbsp;&nbsp; TechTarget,smart contract,2026-03-06 13:42:38
Google News,"Meta Pool, a Liquid Staking Protocol, Suffers $27M Exploit - CoinDesk",https://news.google.com/rss/articles/CBMiowFBVV95cUxQaDJ5aFFneGhZNEQ2cDlReE5Ick9RV1JSd0JoWWxtUzBHV0RlSHI5aFlfZUs1QTVQbEdmZTZwU2ZORkVxZ3ZBOF9TeWhtVEJNTEcwTFplT2Ixc3ljaVA3b2JqU3ZJQWlraG11aVgtNGtfQWYzNWtXN1RLVFdwSlRyM0NMYUZKRnJZb0NYUkM2RVFrTG9ycVZ1dUMxSS1hdkszSmZN?oc=5,2025-06-17,"Meta Pool, a Liquid Staking Protocol, Suffers $27M Exploit &nbsp;&nbsp; CoinDesk",exploit,2026-03-06 13:42:41
Google News,Cetus Protocol $220M+ Exploit Explained: Token Spoofing & Overflow Attack on Sui - CCN.com,https://news.google.com/rss/articles/CBMihgFBVV95cUxNZWNEV2RncXFKUjZQLXBEQkROYXd3a0JxM3ZUMVRvc2pNWkxPTWZ2Ql93NnRKTmZGQUIxa094dE5Oanl4bEhvcjZfTkNHVXJHZU5rdE5PMkx6SXFZRVloVzVLbnhYRzZPWGdSUC1nLVNnSWpJRUE1QzI1ZHM5Uk5IQTQySWRZQQ?oc=5,2025-06-04,Cetus Protocol $220M+ Exploit Explained: Token Spoofing & Overflow Attack on Sui &nbsp;&nbsp; CCN.com,exploit,2026-03-06 13:42:43
Google News,DeFi Platform Cork Protocol Suffers $12M Smart Contract Exploit - CoinDesk,https://news.google.com/rss/articles/CBMirAFBVV95cUxOalhveGRJa1Z0QWdVOXdmcllxbFZpODJpSFhQcVVaeTJvQ05IZHhXZ2dPN1VBV3prcDRsaE1nTWxSZlVfenh5aklYQUxZT1hpNldJandCWXlzSTdLSzU1NEZhY2t6NE5VTDgyd25oVWF3XzRDZHNlVmVwdklPU0pOOUlMTm9WY0Znel9iTFhhNXJ4WHlUS0JLS01CWlpzOUxuZEc1LWwtTWFJTjFo?oc=5,2025-05-28,DeFi Platform Cork Protocol Suffers $12M Smart Contract Exploit &nbsp;&nbsp; CoinDesk,smart contract,2026-03-06 13:42:38
Google News,DeFi Platform Cork Protocol Suffers $12M Smart Contract Exploit - Yahoo Finance,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQNGhCQUdaZlJza3RCVllrZS1CeTd0UHVHOUFzOVRHSTFPUWhlRzZuWVJycjNjYUZzU1R6d3VBWjdtNFNyeFNZTFA5SE9tQlcyLUo2eTAwYnpkd2M2SzdtVjdLSDA0QXlPcVd3bXVYN3d4aWVvZmpzd3Q1T0ZkdjFaYVhiaDdZQ1hk?oc=5,2025-05-28,DeFi Platform Cork Protocol Suffers $12M Smart Contract Exploit &nbsp;&nbsp; Yahoo Finance,smart contract,2026-03-06 13:42:41
Google News,Sui DEX Cetus says overlooked flaw in open-source library used by smart contract led to $223 million exploit - The Block,https://news.google.com/rss/articles/CBMiswFBVV95cUxNYTZZZXAtWkUyMUFMMHNiczFCTzB4OWhxVW4tc1NwenBDZFhhQXBQSEU1b1NTVzk2bTFHdzZvc0RlWWdwbFVQeEdmSklTNThSMmN6Q0pTRVdKU0RfeWRMNnI0cFVhNnp4MGlCeXNIb3pRN3hBUE80QUFlZm5oNy0wWGRkdll5dTlwQUNmMktiNGZRN0pORzY1eTJrdUxlZnBVV1JkdV96d29yZGQzeGpPdG9ucw?oc=5,2025-05-27,Sui DEX Cetus says overlooked flaw in open-source library used by smart contract led to $223 million exploit &nbsp;&nbsp; The Block,smart contract,2026-03-06 13:42:41
Google News,Cetus Protocol hacked for more than $200 million - Elliptic,https://news.google.com/rss/articles/CBMiggFBVV95cUxQVWNZdDNtUVFValhxSnVMa0kxZ0JFc3hnaGZ4cUE3RXpQbndFQU5VYVJIaUZ3LUhpVDRUN25lNklpcmk5RWdMaUMxU0ZnWDJZUUo0a0pOV2docGpsa2wxTlJlV0pyNVdwbnAwRnpnZEw5aDI2alhyd3dqOHhQZVd3ZHJB?oc=5,2025-05-22,Cetus Protocol hacked for more than $200 million &nbsp;&nbsp; Elliptic,protocol hack,2026-03-06 13:42:38
Google News,Preventing DeFi Hack Events with Chainalysis Hexagate Using Pattern Recognition and Machine Learning - Chainalysis,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOa0oxR2lQcFNEU2xPXzVycUVVUVB2N1BYZ2l4RFp4Z0ZKRlcwUWZHa0RJa2dHN3doSXozakM1SEtVSFQ1M3RtRXVqbjAxUGNuMGZMRlVnem10M2hmdXk4cllWdmFWSE9Ja3J0ZWZWY2FYd0M1dFlWQk9wZmhETHJOOEhkSW9hd2dXMXY4Nkp2M0dSZ0FVb2dfQ1QxNjl5Z0FOS0wxNndEc2d2NFU?oc=5,2025-05-21,Preventing DeFi Hack Events with Chainalysis Hexagate Using Pattern Recognition and Machine Learning &nbsp;&nbsp; Chainalysis,defi hack,2026-03-06 13:42:38
Google News,Key Suspect in $190M Nomad Bridge Exploit Extradited to the United States | TRM Blog - TRM Labs,https://news.google.com/rss/articles/CBMisAFBVV95cUxNZUJwR3QzdzRnTVhMczJ2YU1LWXV1M2tONER3VXZJUG1JUkgtMTMtM3VmTHFKWkRhVm1MMHk2OURUSm9EM1ZweGNUSExzMHZLZ21lYW5qanBLVFljR1Q2LW80ZzF6cnNsNDVBdFhyd2JyWkd2eVJ2dFdPejhNQmZ1bWNqQXRhb3JtTFZ1a000Zi1kNXdfLWpacVlWLVJsOTVsb2FSNU9EY0dfT2l0TGtaMg?oc=5,2025-05-15,Key Suspect in $190M Nomad Bridge Exploit Extradited to the United States | TRM Blog &nbsp;&nbsp; TRM Labs,exploit,2026-03-06 13:42:41
Google News,Hacker behind $190m DeFi exploit from 2022 arrested in Israel - dlnews.com,https://news.google.com/rss/articles/CBMinAFBVV95cUxNeF9fbldqLU9GR2Y5UGNmdWdRWmNMWUNfNm5nbkFfb05hYmdjOEZUSkpBNnZqbXVkY0tGTldTeGlvZkdOcUh0NTFNc2tEVVMwNnN1aTltMXVTb1l1UVZpc09LZ1pmRWZta1Ztcmo2ODVpdmo1dU1KN0E4cElEZFZlaE9JV21sNVp0LVhRRVdoTHVZMnU3cG16cEx0NTE?oc=5,2025-05-05,Hacker behind $190m DeFi exploit from 2022 arrested in Israel &nbsp;&nbsp; dlnews.com,exploit,2026-03-06 13:42:43
Google News,Hacker steals $13 million in Abracadabra's 'Magic Internet Money' seemingly using a flash loan attack - The Block,https://news.google.com/rss/articles/CBMizgFBVV95cUxOSlNNUHN2dzdENnFVWmh5RzFpX1JPUFcyQmtOUVJEYk5qal8zdkRBdW1rQ0F2OWhsZTBRWU03SDltcHJ0WllMYTN3ZHA3b3hwZHN3ODFGQzBZRVk5R1RCQktRYS0xX18wUnF5SzJWZHNxd0xnaFhkdi1qU3p1SmJIRm9iM20tbHI0amRCb2hXdlVPSkZJTXI5V191NEw0bDBQVktDNldSbzh2ZGJQVFc1WXZHU0xwWWJlanRHVC13NVVuWmZpRFFwNEtGRjVoUQ?oc=5,2025-03-25,Hacker steals $13 million in Abracadabra's 'Magic Internet Money' seemingly using a flash loan attack &nbsp;&nbsp; The Block,flash loan,2026-03-06 13:42:49
Google News,"Hacker Exploits Smart Contracts Vulnerability, Steals $13 Million in Ethereum - CryptoDnes.bg",https://news.google.com/rss/articles/CBMiowFBVV95cUxPcnFxbEk3eXJWM05GRC14aDBCemY5UWh6M01GZEd4TWJjYS1vOU10dXJYMk1iVjJmeEZHZmUxZ2VwbWNsRmtod3F1S21Tcm5FVGowS21YSnBRNHN2WkVjLXpZcEd6TmxRRzhBMERuN2NwZTdKU3FqZ0lRYVE1YlN0QXA5aG9CdkVCcHRaR1FOeExWWm90eFRZdGROdmlRWk5HMGxV?oc=5,2025-03-25,"Hacker Exploits Smart Contracts Vulnerability, Steals $13 Million in Ethereum &nbsp;&nbsp; CryptoDnes.bg",smart contract,2026-03-06 13:42:49
Google News,Why Smart Contract Audits Can’t Prevent Off-Chain Attacks: Lessons from Bybit Hack - CCN.com,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNWkZPTFFuQVAwQ1VMcXd6V1BMbzNETDRaWW9pU1diRGxnWERIR1JNWjdLUm1Ya2VUWDRlYkxXX2Q5M09RdUhaeEdlMWo2Sk4tb3U3SVJzYWRJNXVxMHdhWnpTeWs4cnF5Si0tSWk4Vi1IVHA2WXRNYVl3TXZ4RVFWd0ozLW5FU0dKZFh2SV93R1FVbFY3UW1YcDNvcVR0NjFxeEVCV2xob3A?oc=5,2025-03-10,Why Smart Contract Audits Can’t Prevent Off-Chain Attacks: Lessons from Bybit Hack &nbsp;&nbsp; CCN.com,smart contract,2026-03-06 13:42:38
Google News,1inch resolver suffers $5M hack due to smart contract vulnerability - TradingView,https://news.google.com/rss/articles/CBMiygFBVV95cUxNbjllbTdoaTMyeUJ6Y3JfS09JZU9pUFNhQ3YtVXRaT0hZblVFaUdmVy1RcEIwQjBCblFtdW53Wm0tMkhQUk45Zlk0RU1hZTdHdGZqR0xzRDNyVmRyUkZvTFFaaF9ELWs5Y1VWenVVWGRlQjhHRmRDVjhiakI3VzM0Wl9YRm1WTzcxUUU1eFYyV2oxOVBFYzdyNEVXVzlsTE14SU80SklJMEVWTnlKWGh6UE13MC10MVQwQ2RjMmpDb0RrT0g5UFVXeVJB?oc=5,2025-03-07,1inch resolver suffers $5M hack due to smart contract vulnerability &nbsp;&nbsp; TradingView,smart contract,2026-03-06 13:42:38
Google News,"Canadian Charged in $65M KyberSwap, Indexed Finance DeFi Hack - Hackread",https://news.google.com/rss/articles/CBMif0FVX3lxTE50eElQQlVyWm5jLUEtWWdIRUE3SUM5VEUyZ1R4aVB3cEFUZEhqLUdhSGJoYjVYRGQ5N0tsQTVXRWhmNGFTSFBWMF9sX3BEZ2ZSV3ZtbnZBQktOdmI2UUtTUFczUVBrNmNrbzBsbVBUZW5GRjNudXBOQmNVTHVCdjA?oc=5,2025-02-05,"Canadian Charged in $65M KyberSwap, Indexed Finance DeFi Hack &nbsp;&nbsp; Hackread",defi hack,2026-03-06 13:42:43
Google News,22-year-old math wiz indicted for alleged DeFI hack that stole $65M - Ars Technica,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQVzJ6VDZFRVF2czJqSjdIMlM3SHRWVHltN1d5Ynpzc1BTV21kS1RBSklOWFJjUFNzRFJEMWk1RURnNFhfSl9pX0M5bW5PSXAzS1V1R3NsRXpjSF9EU3FfWkR0cUZSNktlUjJBb0VJdmxUMFBHY3dUYUhEdWN2VjZ6bUlQUnBaQmNQeHBkWlljX2lHX2VBVndhUDAtRF9YUS1Vai1uVHFEc0hKdUprOTNXNE9UcGpWTEh6?oc=5,2025-02-04,22-year-old math wiz indicted for alleged DeFI hack that stole $65M &nbsp;&nbsp; Ars Technica,defi hack,2026-03-06 13:42:38
Google News,Whitehat hacker rescues $1.5M from first DeFi hack of 2025 - Protos | Informed crypto news,https://news.google.com/rss/articles/CBMigwFBVV95cUxNSWQ1OERibmU5RmR4OHpJV3V6cUN0RWJwUGhkYURmaWRXUUdMRlN3Nlo3cmVySGhwSWt2dG0yT0tGQVdmdlRoWVptQ2JFT3M4dlZndjJ2aFBHOXdLd1BJLW1CM2dITkdibG5POGpTVlpKU3ZHSmFod19sOHFmaFBWWWVvUQ?oc=5,2025-01-09,Whitehat hacker rescues $1.5M from first DeFi hack of 2025 &nbsp;&nbsp; Protos | Informed crypto news,defi hack,2026-03-06 13:42:43
Google News,The 10 worst crypto hacks and exploits of 2024 - The Block,https://news.google.com/rss/articles/CBMib0FVX3lxTFBYd19TOFdMcjhmYWlqdlpLMFZ6VGVQZkllaHB1TmdNNWJiOW1Kd3BSSWdGZEJ1U1lmeEgxWEFfRWZ0TlVELXdtRmNQZzBtSWRCOUpNR0JUZkVLX3pYdWNBNXZGNjFQNkZvQjBFUV9BOA?oc=5,2025-01-01,The 10 worst crypto hacks and exploits of 2024 &nbsp;&nbsp; The Block,exploit,2026-03-06 13:42:38
Google News,DeFi hacks of 2024 - CoinGeek,https://news.google.com/rss/articles/CBMiUkFVX3lxTE1ld2VWMnBfRS1ZZzFDZVlQOEs2aU5Xc01MeGFNcGxmYUpxX29CUDhFQ1kxYTVqd0RIMnBCVEo1blpwUTZMZk5TSGtlcVdKOVJ6Unc?oc=5,2024-12-30,DeFi hacks of 2024 &nbsp;&nbsp; CoinGeek,defi hack,2026-03-06 13:42:43
Google News,The Gem Pad token launchpad has been exploited for $2M on multiple chains - CryptoRank,https://news.google.com/rss/articles/CBMif0FVX3lxTE9lSC1ZaHNXWm5IQ0R0NzltWUpPalRjN19ES1VlSzdCMmhrZllpNzEzSmFYTFNEbVZtTU82SjVVdFR3c1BybVpvZnNkbnpVOHphQ1AyazlQbGhDSHcwcndncGJHWHMtSkVETUkzVVBZc0RDVUphSkFubWhCVENPRDQ?oc=5,2024-12-17,The Gem Pad token launchpad has been exploited for $2M on multiple chains &nbsp;&nbsp; CryptoRank,exploit,2026-03-06 13:42:46
Google News,Flash loan attack and 24 years in prison: What's happening in Crypto-Sec? - Binance,https://news.google.com/rss/articles/CBMiY0FVX3lxTFBkaVBGSlhfOTRwbWdvSkhpSzV4VUxVbWE2UEgwUmIzNEwxVzlLaDlpV2RKQjRXOGl3ZGt5RTEtY1pmV09VWTJ3U2FNMDg1RGlZWXFjMXdhWDF3Wms0dF9PU2Z6MA?oc=5,2024-11-18,Flash loan attack and 24 years in prison: What's happening in Crypto-Sec? &nbsp;&nbsp; Binance,flash loan,2026-03-06 13:42:49
Google News,Terra Blockchain Restarts After $4M Exploit - CoinDesk,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNX296NnJEMzRtZlB1alVsNFBSdnBQMTZyYk9Jb3FYT2RfVlIwSG1hMkRVcEEzUDhpMEdUNkJvSWtTWG1DS1MzQjVFa29fNFc0Sk9kNDF4T3lhZ1NGUzd4VDRybUViRkxSTk1GQ28wX09RM3B2ZGFCTXNwYmFvQXktb3l2T3FyZUxxVllv?oc=5,2024-07-31,Terra Blockchain Restarts After $4M Exploit &nbsp;&nbsp; CoinDesk,exploit,2026-03-06 13:42:46
Google News,Defi Protocol LI.FI Struck by $11M Exploit - CoinDesk,https://news.google.com/rss/articles/CBMijAFBVV95cUxPMGVKU0VFaGZxYURvQmQ2X1VBZDFuSzI4dDVUY1E2OUp0ZEhocFp5bkxDN2dOMk1aNHFGeHZxX2ZMakV6a1MtWVdBZ0Fmc3k3anEtZ3lrYkoxRnFqUWsxZEhTS0pZZU4ybnRwMXNJbzJleWNGNXdvNWs5aVVxdDA0SFNnQVJKLWNnc1A2WQ?oc=5,2024-07-16,Defi Protocol LI.FI Struck by $11M Exploit &nbsp;&nbsp; CoinDesk,exploit,2026-03-06 13:42:38
